titulo,data,diario_pdf
Diário Nº 53 (30 - 12 -2016),30/12/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1917/arquivos/pub10122018162258.pdf
Diário Nº 01 (02 - 01 -2017),02/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1459/arquivos/pub09082018083056.pdf
Diário Nº 01A (05 - 01 -2017) - Extra,05/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1460/arquivos/pub09082018084457.pdf
Diário Nº 02 (06 - 01 -2017),06/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1477/arquivos/pub25102018101420.pdf
Diário Nº 51A (19 - 12 -2016) - Extra,19/12/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1911/arquivos/pub06122018082830.pdf
Diário Nº 51B (21 - 12 -2016) - Extra,21/12/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1912/arquivos/pub06122018082949.pdf
Diário Nº 51C (22 - 12 -2016) - Extra,22/12/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1913/arquivos/pub06122018083048.pdf
Diário Nº 52 (23 - 12 -2016),23/12/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1914/arquivos/pub06122018083255.pdf
Diário Nº 52A (28 - 12 -2016) - Extra,28/12/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1915/arquivos/pub06122018083347.pdf
Diário Nº 48A (30 - 11 -2016) - Extra,30/11/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1906/arquivos/pub05122018163121.pdf
Diário Nº 49 (02 - 12 -2016),02/12/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1907/arquivos/pub06122018081257.pdf
Diário Nº 50 (09 - 12 -2016).,09/12/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1908/arquivos/pub06122018081718.pdf
Diário Nº 50A (14 - 12 -2016) - Extra,14/12/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1909/arquivos/pub06122018082605.pdf
Diário Nº 51 (16 - 12 -2016),16/12/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1910/arquivos/pub06122018082657.pdf
Diário Nº 45A (08 - 11 -2016) - Extra,08/11/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1901/arquivos/pub05122018162735.pdf
Diário Nº 46 (11- 11 -2016),11/11/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1902/arquivos/pub05122018162813.pdf
Diário Nº 47 (18- 11 -2016),18/11/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1903/arquivos/pub05122018162841.pdf
Diário Nº 47A (22 - 11 -2016) - Extra,22/11/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1904/arquivos/pub05122018162928.pdf
Diário Nº 48 (25- 11 -2016),25/11/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1905/arquivos/pub05122018163046.pdf
Diário Nº 43 (21- 10 -2016),21/10/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1896/arquivos/pub05122018092300.pdf
Diário Nº 43A (25 - 10 -2016) - Extra,25/10/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1897/arquivos/pub05122018092401.pdf
Diário Nº 44 (28- 10 -2016),28/10/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1898/arquivos/pub05122018092458.pdf
Diário Nº 44A (03 - 11 -2016) - Extra,03/11/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1899/arquivos/pub05122018162623.pdf
Diário Nº 45 (04- 11 -2016),04/11/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1900/arquivos/pub05122018162652.pdf
Diário Nº 40B (05 - 10 -2016) - Extra,05/10/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1891/arquivos/pub05122018091008.pdf
Diário Nº 41 (07 - 10 -2016),07/10/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1892/arquivos/pub05122018091118.pdf
Diário Nº 41A (11 - 10 -2016) - Extra,11/10/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1893/arquivos/pub05122018091202.pdf
Diário Nº 42 (14- 10 -2016),14/10/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1894/arquivos/pub05122018091433.pdf
Diário Nº 42A (18 - 10 -2016) - Extra,18/10/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1895/arquivos/pub05122018092216.pdf
Diário Nº 38 (16- 09 -2016),16/09/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1886/arquivos/pub05122018090350.pdf
Diário Nº 38A (20 - 09 -2016) - Extra,20/09/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1887/arquivos/pub05122018090510.pdf
Diário Nº 39 (23 - 09 - 2016),23/09/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1888/arquivos/pub05122018090706.pdf
Diário Nº 40 (30 - 09 - 2016),30/09/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1889/arquivos/pub05122018090753.pdf
Diário Nº 40A (04 - 10 -2016) - Extra,04/10/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1890/arquivos/pub05122018090932.pdf
Diário Nº 36B (08 - 09 -2016) - Extra,08/09/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1881/arquivos/pub05122018085632.pdf
Diário Nº 37 (09 - 09 -2016),09/09/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1882/arquivos/pub05122018085718.pdf
Diário Nº 37A (13 - 09 -2016) - Extra,13/09/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1883/arquivos/pub05122018085823.pdf
Diário Nº 37B (14 - 09 -2016) - Extra,14/09/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1884/arquivos/pub05122018085909.pdf
Diário Nº 37C (15 - 09 -2016) - Extra,15/09/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1885/arquivos/pub05122018090229.pdf
Diário Nº 34 (19 - 08 -2016),19/08/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1876/arquivos/pub04122018161402.pdf
Diário Nº 34A (25- 08 -2016) - Extra,25/08/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1877/arquivos/pub04122018161504.pdf
Diário Nº 35 (26 - 08 -2016),26/08/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1878/arquivos/pub04122018161648.pdf
Diário Nº 36 (02 - 09 -2016),02/09/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1879/arquivos/pub05122018082951.pdf
Diário Nº 36A (06 - 09 -2016) - Extra,06/09/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1880/arquivos/pub05122018083451.pdf
Diário Nº 31B (03 - 08 -2016) - Extra,03/08/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1871/arquivos/pub04122018160750.pdf
Diário Nº 32 (05 - 08 -2016),05/08/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1872/arquivos/pub04122018160929.pdf
Diário Nº 32A (11- 08 -2016) - Extra,11/08/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1873/arquivos/pub04122018161012.pdf
Diário Nº 33 (12 - 08 -2016),12/08/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1874/arquivos/pub04122018161159.pdf
Diário Nº 33A (17- 08 -2016) - Extra,17/08/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1875/arquivos/pub04122018161247.pdf
Diário Nº 30 (22 - 07 -2016),22/07/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1866/arquivos/pub04122018155811.pdf
Diário Nº 30A (26 - 07 -2016) - Extra,26/07/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1867/arquivos/pub04122018155916.pdf
Diário Nº 30B (27 - 07 -2016) - Extra,27/07/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1868/arquivos/pub04122018155952.pdf
Diário Nº 31 (29 - 07 -2016),29/07/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1869/arquivos/pub04122018160038.pdf
Diário Nº 31A (02 - 08 -2016) - Extra,02/08/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1870/arquivos/pub04122018160717.pdf
Diário Nº 28 (08 - 07 -2016),08/07/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1861/arquivos/pub04122018155344.pdf
Diário Nº 28A (13 - 07 -2016) - Extra,13/07/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1862/arquivos/pub04122018155432.pdf
Diário Nº 29 (15 - 07 -2016),15/07/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1863/arquivos/pub04122018155528.pdf
Diário Nº 29A (19 - 07 -2016) - Extra,19/07/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1864/arquivos/pub04122018155606.pdf
Diário Nº 29B (21 - 07 -2016) - Extra,21/07/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1865/arquivos/pub04122018155653.pdf
Diário Nº 25B (23 - 06 -2016) - Extra,23/06/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1858/arquivos/pub04122018154601.pdf
Diário Nº 26 (24 - 06 -2016),24/06/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1930/arquivos/pub12122018154906.pdf
Diário Nº 26A (28 - 06 -2016) - Extra,28/06/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1931/arquivos/pub12122018154949.pdf
Diário Nº 27 (01 - 07 -2016),01/07/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1860/arquivos/pub04122018155318.pdf
Diário Nº 27A (06 - 07 -2016) - Extra,06/07/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1859/arquivos/pub04122018155154.pdf
Diário Nº 23B (09 - 06 -2016) - Extra,09/06/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1853/arquivos/pub04122018154216.pdf
Diário Nº 24 (10 - 06 -2016),10/06/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1854/arquivos/pub04122018154301.pdf
Diário Nº 24A (14 - 06 -2016) - Extra,14/06/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1855/arquivos/pub04122018154337.pdf
Diário Nº 25 (17 - 06 -2016),17/06/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1856/arquivos/pub04122018154418.pdf
Diário Nº 25A (21 - 06 -2016) - Extra,21/06/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1857/arquivos/pub04122018154458.pdf
Diário Nº 22B (31 - 05 -2016) - Extra,31/05/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1848/arquivos/pub04122018153500.pdf
Diário Nº 22C (01 - 06 -2016) - Extra,01/06/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1849/arquivos/pub04122018153729.pdf
Diário Nº 22D (02 - 06 -2016) - Extra,02/06/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1850/arquivos/pub04122018153813.pdf
Diário Nº 23 (03 - 06 -2016),03/06/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1851/arquivos/pub04122018154010.pdf
Diário Nº 23A (07 - 06 -2016) - Extra,07/06/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1852/arquivos/pub04122018154047.pdf
Diário Nº 21 (20 - 05 -2016),20/05/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1843/arquivos/pub04122018153037.pdf
Diário Nº 21A (24 - 05 -2016) - Extra,24/05/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1844/arquivos/pub04122018153148.pdf
Diário Nº 21B (25 - 05 -2016) - Extra,25/05/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1845/arquivos/pub04122018153240.pdf
Diário Nº 22 (27 - 05 -2016),27/05/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1846/arquivos/pub04122018153326.pdf
Diário Nº 22A (30 - 05 -2016) - Extra,30/05/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1847/arquivos/pub04122018153404.pdf
Diário Nº 19 (06 - 05 -2016),06/05/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1838/arquivos/pub04122018152342.pdf
Diário Nº 19A (11 - 05 -2016) - Extra,11/05/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1839/arquivos/pub04122018152424.pdf
Diário Nº 20 (13 - 05 -2016),13/05/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1840/arquivos/pub04122018152539.pdf
Diário Nº 20A (16 - 05 -2016) - Extra,16/05/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1841/arquivos/pub04122018152736.pdf
Diário Nº 20B (19 - 05 -2016) - Extra,19/05/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1842/arquivos/pub04122018152913.pdf
Diário Nº 17A (28 - 04 -2016) - Extra,28/04/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1832/arquivos/pub03122018112532.pdf
Diário Nº 18 (29 - 04 -2016),29/04/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1833/arquivos/pub03122018112647.pdf
Diário Nº 18A (03 - 05 -2016) - Extra,03/05/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1835/arquivos/pub04122018151845.pdf
Diário Nº 18B (04 - 05 -2016) - Extra,04/05/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1836/arquivos/pub04122018152036.pdf
Diário Nº 18C (05 - 05 -2016) - Extra,05/05/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1837/arquivos/pub04122018152237.pdf
Diário Nº 15A (12 - 04 -2016) - Extra,12/04/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1827/arquivos/pub03122018112008.pdf
Diário Nº 16 (15 - 04 -2016),15/04/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1828/arquivos/pub03122018112111.pdf
Diário Nº 16A (20 - 04 -2016) - Extra,20/04/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1829/arquivos/pub03122018112320.pdf
Diário Nº 16B (21 - 04 -2016) - Extra,21/04/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1830/arquivos/pub03122018112352.pdf
Diário Nº 17 (22 - 04 -2016),22/04/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1831/arquivos/pub03122018112443.pdf
Diário Nº 13A (30 - 03 -2016) - Extra,30/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1822/arquivos/pub03122018110933.pdf
Diário Nº 14 (01 - 04 -2016),01/04/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1823/arquivos/pub03122018111153.pdf
Diário Nº 14A (04 - 04 -2016) - Extra,04/04/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1824/arquivos/pub03122018111404.pdf
Diário Nº 14B (05 - 04 -2016) - Extra,05/04/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1825/arquivos/pub03122018111759.pdf
Diário Nº 15 (08 - 04 -2016),08/04/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1826/arquivos/pub03122018111852.pdf
Diário Nº 11B (16 - 03 -2016) - Extra,16/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1817/arquivos/pub03122018110114.pdf
Diário Nº 12 (18 - 03 -2016),18/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1818/arquivos/pub03122018110218.pdf
Diário Nº 12A (21 - 03 -2016) - Extra,21/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1819/arquivos/pub03122018110358.pdf
Diário Nº 12B (22 - 03 -2016) - Extra,22/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1820/arquivos/pub03122018110511.pdf
Diário Nº 13 (24 - 03 -2016),24/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1821/arquivos/pub03122018110613.pdf
Diário Nº 10A (08 - 03 -2016) - Extra,08/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1812/arquivos/pub03122018105412.pdf
Diário Nº 10B (09 - 03 -2016) - Extra,09/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1813/arquivos/pub03122018105548.pdf
Diário Nº 10C (10 - 03 -2016) - Extra,10/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1814/arquivos/pub03122018105655.pdf
Diário Nº 11 (11 - 03 -2016),11/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1815/arquivos/pub03122018105819.pdf
Diário Nº 11A (15 - 03 -2016) - Extra,15/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1816/arquivos/pub03122018110021.pdf
Diário Nº 09A (29 - 02 -2016) - Extra,29/02/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1805/arquivos/pub28112018180316.pdf
Diário Nº 09B (01 - 03 -2016) - Extra,01/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1808/arquivos/pub03122018104705.pdf
Diário Nº 09C (02 - 03 -2016) - Extra,02/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1809/arquivos/pub03122018104931.pdf
Diário Nº 09D (03 - 03 -2016) - Extra,03/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1810/arquivos/pub03122018105034.pdf
Diário Nº 10 (04 - 03 -2016),04/03/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1811/arquivos/pub03122018105152.pdf
Diário Nº 07B (17 - 02 -2016) - Extra,17/02/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1800/arquivos/pub28112018174701.pdf
Diário Nº 08 (19 - 02 -2016),19/02/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1801/arquivos/pub28112018174939.pdf
Diário Nº 08A (23 - 02 -2016) - Extra,23/02/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1802/arquivos/pub28112018175128.pdf
Diário Nº 08B (24 - 02 -2016) - Extra,24/02/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1803/arquivos/pub28112018175310.pdf
Diário Nº 09 (26 - 02 -2016),26/02/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1804/arquivos/pub28112018175745.pdf
Diário Nº 05B (03 - 02 -2016) - Extra,03/02/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1795/arquivos/pub28112018173546.pdf
Diário Nº 06 (05 - 02 -2015),05/02/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1796/arquivos/pub28112018173716.pdf
Diário Nº 06A (09 - 02 -2016) - Extra,09/02/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1797/arquivos/pub28112018173916.pdf
Diário Nº 07 (12 - 02 -2016),12/02/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1798/arquivos/pub28112018174338.pdf
Diário Nº 07A (16 - 02 -2016) - Extra,16/02/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1799/arquivos/pub28112018174507.pdf
Diário Nº 04A (25 - 01 -2016) - Extra,25/01/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1790/arquivos/pub28112018124508.pdf
Diário Nº 04B (27 - 01 -2016) - Extra,27/01/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1791/arquivos/pub28112018124633.pdf
Diário Nº 04C (28 - 01 -2016) - Extra,28/01/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1792/arquivos/pub28112018124842.pdf
Diário Nº 05 (29 - 01 -2016),29/01/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1793/arquivos/pub28112018125305.pdf
Diário Nº 05A (02 - 02 -2016) - Extra,02/02/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1794/arquivos/pub28112018173146.pdf
Diário Nº 02A (12 - 01 -2016) - Extra,12/01/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1785/arquivos/pub28112018123007.pdf
Diário Nº 02B (13 - 01 -2016) - Extra,13/01/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1786/arquivos/pub28112018123715.pdf
Diário Nº 02C (14 - 01 -2016) - Extra,14/01/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1787/arquivos/pub28112018123819.pdf
Diário Nº 03 (15 - 01 -2016),15/01/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1788/arquivos/pub28112018123905.pdf
Diário Nº 04 (22 - 01 -2016),22/01/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1789/arquivos/pub28112018124331.pdf
Diário Nº 52A (29 - 12 -2015) - Extra,29/12/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1780/arquivos/pub26112018160120.pdf
Diário Nº 52B (30 - 12 -2015) - Extra,30/12/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1781/arquivos/pub26112018160156.pdf
Diário Nº 52C (31 - 12 -2015) - Extra,31/12/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1782/arquivos/pub26112018160230.pdf
Diário Nº 01 (01 - 01 -2016),01/01/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1783/arquivos/pub28112018122607.pdf
Diário Nº 02 (08 - 01 -2016),08/01/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1784/arquivos/pub28112018122809.pdf
Diário Nº 50B (17 - 12 -2015) - Extra,17/12/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1775/arquivos/pub26112018155652.pdf
Diário Nº 51 (18 - 12 -2015),18/12/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1776/arquivos/pub26112018155733.pdf
Diário Nº 51A (22 - 12 -2015) - Extra,22/12/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1777/arquivos/pub26112018155820.pdf
Diário Nº 51B (23 - 12 -2015) - Extra,23/12/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1778/arquivos/pub26112018155934.pdf
Diário Nº 52 (24 - 12 -2015),24/12/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1779/arquivos/pub26112018160020.pdf
Diário Nº 49 (04 - 12 -2015),04/12/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1771/arquivos/pub26112018155408.pdf
Diário Nº 49A (08 - 12 -2015) - Extra,08/12/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1770/arquivos/pub26112018155220.pdf
Diário Nº 49B (10 - 12 -2015) - Extra,10/12/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1772/arquivos/pub26112018155440.pdf
Diário Nº 50 (11 - 12 -2015),11/12/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1773/arquivos/pub26112018155517.pdf
Diário Nº 50A (14 - 12 -2015) - Extra,14/12/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1774/arquivos/pub26112018155612.pdf
Diário Nº 47 (20- 11 -2015),20/11/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1769/arquivos/pub26112018154620.pdf
Diário Nº 47A (24 - 11 -2015) - Extra,24/11/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1926/arquivos/pub12122018110005.pdf
Diário Nº 47B (25 - 11 -2015) - Extra,25/11/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1927/arquivos/pub12122018110123.pdf
Diário Nº 47C (26 - 11 -2015) - Extra,26/11/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1928/arquivos/pub12122018110214.pdf
Diário Nº 48 (27- 11 -2015),27/11/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1929/arquivos/pub12122018110301.pdf
Diário Nº 45A (09 - 11 -2015) -  Extra,09/11/2015 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1764/arquivos/pub26112018154129.pdf
